Date,Low,Open,Volume,High,Close,Adjusted Close
22-02-2012,0.6299999952316284,0.6299999952316284,22700,0.6299999952316284,0.6299999952316284,0.5027475953102112
23-02-2012,0.6299999952316284,0.6299999952316284,0,0.6299999952316284,0.6299999952316284,0.5027475953102112
24-02-2012,0.5899999737739563,0.5899999737739563,4000,0.5899999737739563,0.5899999737739563,0.47082701325416565
27-02-2012,0.5899999737739563,0.5899999737739563,0,0.5899999737739563,0.5899999737739563,0.47082701325416565
28-02-2012,0.5899999737739563,0.5899999737739563,0,0.5899999737739563,0.5899999737739563,0.47082701325416565
29-02-2012,0.5899999737739563,0.5899999737739563,0,0.5899999737739563,0.5899999737739563,0.47082701325416565
01-03-2012,0.5899999737739563,0.5899999737739563,0,0.5899999737739563,0.5899999737739563,0.47082701325416565
02-03-2012,0.5699999928474426,0.5699999928474426,118600,0.5699999928474426,0.5699999928474426,0.45486676692962646
05-03-2012,0.5699999928474426,0.5699999928474426,100,0.5699999928474426,0.5699999928474426,0.45486676692962646
06-03-2012,0.5400000214576721,0.5600000023841858,15600,0.5600000023841858,0.5400000214576721,0.43092647194862366
07-03-2012,0.5400000214576721,0.5400000214576721,0,0.5400000214576721,0.5400000214576721,0.43092647194862366
08-03-2012,0.5400000214576721,0.5400000214576721,0,0.5400000214576721,0.5400000214576721,0.43092647194862366
09-03-2012,0.5400000214576721,0.5400000214576721,0,0.5400000214576721,0.5400000214576721,0.43092647194862366
12-03-2012,0.6000000238418579,0.6000000238418579,14100,0.6000000238418579,0.6000000238418579,0.47880715131759644
13-03-2012,0.6000000238418579,0.6000000238418579,0,0.6000000238418579,0.6000000238418579,0.47880715131759644
14-03-2012,0.6000000238418579,0.6000000238418579,0,0.6000000238418579,0.6000000238418579,0.47880715131759644
15-03-2012,0.6000000238418579,0.6000000238418579,0,0.6000000238418579,0.6000000238418579,0.47880715131759644
16-03-2012,0.6000000238418579,0.6000000238418579,0,0.6000000238418579,0.6000000238418579,0.47880715131759644
19-03-2012,0.6000000238418579,0.6000000238418579,0,0.6000000238418579,0.6000000238418579,0.47880715131759644
20-03-2012,0.6000000238418579,0.6000000238418579,0,0.6000000238418579,0.6000000238418579,0.47880715131759644
21-03-2012,0.6000000238418579,0.6000000238418579,0,0.6000000238418579,0.6000000238418579,0.47880715131759644
22-03-2012,0.5799999833106995,0.5799999833106995,10000,0.5799999833106995,0.5799999833106995,0.46284693479537964
23-03-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.46284693479537964
26-03-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.46284693479537964
27-03-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.46284693479537964
28-03-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.46284693479537964
29-03-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.46284693479537964
30-03-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.46284693479537964
02-04-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.46284693479537964
03-04-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.46284693479537964
04-04-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.46284693479537964
05-04-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.46284693479537964
09-04-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.46284693479537964
10-04-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.46284693479537964
11-04-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.46284693479537964
12-04-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.46284693479537964
13-04-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.46284693479537964
16-04-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.46284693479537964
17-04-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.46284693479537964
18-04-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.46284693479537964
19-04-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.46284693479537964
20-04-2012,0.6000000238418579,0.6000000238418579,9100,0.6000000238418579,0.6000000238418579,0.47880715131759644
23-04-2012,0.6000000238418579,0.6000000238418579,0,0.6000000238418579,0.6000000238418579,0.47880715131759644
24-04-2012,0.6000000238418579,0.6000000238418579,0,0.6000000238418579,0.6000000238418579,0.47880715131759644
25-04-2012,0.6000000238418579,0.6000000238418579,0,0.6000000238418579,0.6000000238418579,0.47880715131759644
26-04-2012,0.6000000238418579,0.6000000238418579,0,0.6000000238418579,0.6000000238418579,0.47880715131759644
27-04-2012,0.6000000238418579,0.6000000238418579,0,0.6000000238418579,0.6000000238418579,0.47880715131759644
30-04-2012,0.5799999833106995,0.5799999833106995,2900,0.5799999833106995,0.5799999833106995,0.4774899482727051
01-05-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.4774899482727051
02-05-2012,0.5799999833106995,0.5799999833106995,7000,0.5799999833106995,0.5799999833106995,0.4774899482727051
03-05-2012,0.5799999833106995,0.5799999833106995,0,0.5799999833106995,0.5799999833106995,0.4774899482727051
04-05-2012,0.5699999928474426,0.5699999928474426,23500,0.5699999928474426,0.5699999928474426,0.4692574441432953
